JID,Formula,Dir.gap (eV),Indir. gap (eV),Eff (%)
JVASP-24314,Ni1 Pb1 F6,0.6962,0.5554,15.98122768
JVASP-28481,Te4 Mo2 W1 Se2,0.514,0.514,15.97150955
JVASP-11574,Mo3 O8,0.7799,0.5884,15.96192824
JVASP-30644,Mo3 O8,0.7797,0.5882,15.94765234
JVASP-13074,Tl1 I1 O4,2.1157,1.732,15.92152897
JVASP-10233,Lu2 Cd1 S4,2.3335,2.3335,15.91309784
JVASP-9083,Sb2 Ir1,0.8003,0.5968,15.91049697
JVASP-22613,Ni1 Pb1 F6,0.6961,0.5538,15.89720663
JVASP-7723,Sr1 S3,2.3203,2.2874,15.89683144
JVASP-25152,C1,0.5114,0.5114,15.86898396
JVASP-7843,C1,0.5114,0.5114,15.86898396
JVASP-1480,Ga1 Cu1 O2,1.7739,1.1719,15.86599358
JVASP-15808,Sr1 Cd2 Sb2,0.5856,0.5341,15.85347553
JVASP-57117,Y3 Cu1 Si1 S7,2.2955,2.1974,15.83837144
JVASP-37188,W1 N2,2.1446,1.7908,15.83228039
JVASP-10884,K1 Pr1 Ge1 Se4,2.329,2.3081,15.83225339
JVASP-33679,B1 Cl1 O2 F4,2.3306,2.319,15.81631755
JVASP-36821,Na1 Cu1 O2,1.0124,0.6552,15.81279086
JVASP-8136,Na2 U1 O4,2.2949,2.1933,15.80716164
JVASP-8813,Mg1 Ge1 P2,2.3036,2.2193,15.80000108
JVASP-40826,Zr1 Sn1 Pt1,1.6724,1.0604,15.79465978
JVASP-10082,Re1 Ag1 O4,2.3341,2.3173,15.77296768
JVASP-1279,Lu1 N1,1.9449,1.4044,15.77295074
JVASP-12982,P3 Br1 Cl14,2.3136,2.2541,15.75661817
JVASP-5200,Bi1 Se1 I1,2.3049,2.2243,15.746191
JVASP-30317,Ni1 P2 S6,0.6387,0.5457,15.74210202
JVASP-41753,Rb3 Ge1 P1 Se7,2.3378,2.3269,15.72546041
JVASP-41753,Rb3 Ge1 P1 Se7,2.3378,2.3269,15.72546041
JVASP-2205,Al2 Hg1 Se4,2.3422,2.3422,15.72489196
JVASP-12384,Rb2 Pb1 O3,2.3396,2.3396,15.72489196
JVASP-14673,Ag2 O1,0.5077,0.5077,15.72136604
JVASP-48610,Li1 Nb1 Te2 W1 O12,2.3224,2.2787,15.71867044
JVASP-4071,Ga1 Cu1 I4,2.2609,2.0796,15.69522846
JVASP-21223,Li4 Se1 O5,2.3255,2.2777,15.68395583
JVASP-7987,Ba1 Te2,1.8609,1.2734,15.68355469
JVASP-58959,Cd1 Au2 F8,2.3333,2.3057,15.68290027
JVASP-25946,Tl4 V2 O7,2.3251,2.2765,15.67720025
JVASP-3126,Ta1 Cu3 S4,2.2764,2.1256,15.67551863
JVASP-8196,Sm1 Cu1 Se1 O1,2.3454,2.3454,15.62886151
JVASP-55019,Na2 Li1 N1,2.3449,2.3449,15.62886151
JVASP-22599,Hf1 V1 F6,2.2631,2.082,15.6244248
JVASP-3981,K4 Cd1 P2,2.314,2.2381,15.6156623
JVASP-2193,Sb2 Os1,0.9643,0.6265,15.53780181
JVASP-29522,V2 Te2 O7 F2,0.5611,0.5199,15.53161498
JVASP-53326,Yb1 S2,2.269,2.0852,15.52319585
JVASP-51478,Pb3 O4,2.1274,1.7273,15.51240211
JVASP-37117,Pr1 Tl1 Te2,1.6343,1.0087,15.50383264
JVASP-35953,Be1 C2,2.2905,2.144,15.47684016
JVASP-8208,Na1 Be1 Sb1,2.1187,1.6979,15.42773971
JVASP-50250,Li1 Sb1 O2,2.3239,2.2451,15.42156909
JVASP-48,C1,2.3563,2.3468,15.38766327
JVASP-43469,Zr2 N2 O1,2.1179,1.6933,15.38253103
JVASP-2427,Ga1 Ag1 S2,2.3601,2.3601,15.3732572
JVASP-60924,K2 P1 Au1 S4,2.3608,2.3608,15.3732572
JVASP-12916,Br2 O1,2.3057,2.182,15.37015455
JVASP-40227,Ca2 As1 Au1,0.7831,0.5778,15.33674403
JVASP-30504,H1 Au1 O2,2.1398,1.7357,15.30799546
JVASP-8135,Li2 U1 O4,2.3253,2.231,15.29038207
JVASP-2835,Ba1 Ag2 S2,2.3651,2.3651,15.27892529
JVASP-7923,Zn1 O1,2.3631,2.3631,15.27892529
JVASP-8097,Nd1 S1 F1,2.3623,2.3623,15.27892529
JVASP-2841,Rb2 Pt1 Se2,2.0028,1.4645,15.26487279
JVASP-2895,Ho2 C1 F2,2.3046,2.1655,15.23580178
JVASP-36788,K1 Au1 O2,2.251,2.0057,15.23349651
JVASP-32778,Bi1 Se1 Br1,2.327,2.2331,15.21871046
JVASP-3057,Rb1 Ca1 Sb1,2.3527,2.3219,15.21687415
JVASP-37077,Ta1 Cu1 N2,0.7983,0.5817,15.19505311
JVASP-12851,Ga1 Ag1 S2,2.3663,2.3663,15.18340109
JVASP-269,Sr1 Ti1 O3,2.369,2.369,15.18340109
JVASP-72,W1 S2,2.0349,1.514,15.1595459
JVASP-37562,Yb2 Nd2 O5,2.2431,1.9735,15.14030248
JVASP-40776,Zr1 Si1 Pd1,1.2712,0.7584,15.13864061
JVASP-37134,Nd1 Tl1 Te2,1.6424,1.0011,15.13703138
JVASP-40879,Pm1 Tl1 Te2,1.0454,0.6544,15.12915936
JVASP-10663,Na2 Pt1 S2,2.1905,1.8335,15.12653994
JVASP-2727,Al1 Cu1 Te2,2.2033,1.8684,15.123879
JVASP-3192,K1 Ag2 P1 S4,2.3727,2.3727,15.09683322
JVASP-11545,Mg2 Ni3 O8,0.6387,0.534,15.08759811
JVASP-40824,Zr1 Si1 Pt1,1.9786,1.4126,15.07751502
JVASP-14160,Sn1 Ge1 S3,2.3019,2.1354,15.077404
JVASP-53411,Sm2 Pb1 Se4,2.3049,2.1467,15.06922491
JVASP-47094,Li8 Ni1 O4 F2,0.567,0.5141,15.05181266
JVASP-36402,Ru1 C1,1.139,0.6823,15.05044843
JVASP-57259,V1 Cd1 Ag1 O4,2.3696,2.3518,15.04415662
JVASP-36681,Y1 W1 N3,2.2977,2.1146,15.00793716
JVASP-2316,Pr1 S1 F1,2.3752,2.3752,15.00269511
JVASP-26773,Sm3 Cu1 Ge1 S7,2.3767,2.3767,15.00269511
JVASP-13005,Cd2 P3 Br1,2.2099,1.8686,14.99934961
JVASP-52310,Lu2 Pt2 O7,2.2021,1.8487,14.99317643
JVASP-49842,Tm1 Tl1 O2,2.314,2.1656,14.99270221
JVASP-38233,Rb3 Ir1,0.5437,0.5059,14.99042165
JVASP-28908,Te1 W2 Se2 S1,0.5578,0.5098,14.98392595
JVASP-42228,Li1 Cu2 P1 O4,0.5368,0.503,14.98093549
JVASP-12902,K3 Al2 As3,2.3314,2.218,14.96764954
JVASP-7855,Sn1 S1,0.4998,0.4947,14.95598807
JVASP-5506,Au1 Se1 Cl7,2.3819,2.3819,14.91117989
JVASP-10776,Ca1 P2 Ir2,0.5595,0.5094,14.91058012
JVASP-51460,Ga3 Fe1,0.7043,0.5385,14.90189447
JVASP-43605,Be1 Cr1 O4,2.3671,2.3244,14.84936917
JVASP-28366,In2 Se3,1.2577,0.7425,14.846092
JVASP-7684,Er1 S1 F1,2.3872,2.3872,14.82038629
JVASP-25653,Tb3 Cu1 Ge1 S7,2.3856,2.3856,14.82038629
JVASP-10120,Na1 Au1 F4,2.3875,2.3875,14.82038629
JVASP-1228,Sn1 O2,2.385,2.385,14.82038628
JVASP-2838,K2 Pt1 Se2,2.0435,1.503,14.78473144
JVASP-5503,Te1 Au1 Cl7,2.3108,2.126,14.76322483
JVASP-37390,Sr1 Ga1 Si1 H1,1.6965,1.0371,14.74864309
JVASP-51704,Li4 H6 Ru1,2.3903,2.3903,14.73995251
JVASP-176,Sb1 I3,2.393,2.393,14.73995251
JVASP-22567,Sn1 O2,2.393,2.393,14.73995251
JVASP-8659,Rb2 Sn1 I6,0.4894,0.4894,14.73148696
JVASP-10718,Ag2 Sn1 Hg1 Se4,0.4893,0.4893,14.73143531
JVASP-10580,Tm1 P5,1.2049,0.7082,14.71764089
JVASP-7682,Rb2 Pd1 C2,2.386,2.3724,14.71745528
JVASP-7785,Sn1 S1,2.0763,1.5566,14.71719489
JVASP-29474,Cd1 Sb1 S2 Br1,2.3767,2.3391,14.71331935
JVASP-40788,Ti1 Fe1 Te1,1.2908,0.7549,14.71130214
JVASP-10969,K1 Th1 Cu1 S3,2.3919,2.3851,14.68886619
JVASP-34432,Ta2 Tl3 Cu3 S8,2.2987,2.0787,14.681386
JVASP-22723,Mg1 Mo1 N2,1.798,1.1371,14.65921832
JVASP-2631,Th2 Se1 N2,2.3956,2.3956,14.65568023
JVASP-49974,Sm1 Tl1 O2,2.398,2.398,14.65568023
JVASP-4074,P1 I2,2.3953,2.3942,14.64748158
JVASP-1216,Cu2 O1,0.4878,0.4878,14.63745222
JVASP-2080,Zr1 Co1 Bi1,1.6947,1.03,14.62705534
JVASP-26334,Ba2 Nd1 Bi1 O6,2.3974,2.3932,14.62437312
JVASP-21245,Na1 Nb1 O3,2.3977,2.3914,14.60871742
JVASP-34224,Li4 C1 O4,2.3202,2.1345,14.59399648
JVASP-10666,Ca1 B2 C2,1.7073,1.0394,14.5893501
JVASP-9090,B6 O1,2.4022,2.4022,14.58607437
JVASP-45329,Mg1 Au2 F8,2.3999,2.3993,14.5816499
JVASP-12390,K2 Na1 In1 P2,2.3928,2.371,14.57616389
JVASP-21527,Tl1 As1 S2,2.3279,2.1563,14.5660119
JVASP-47311,Li1 V1 F6,2.3983,2.3929,14.54612338
JVASP-18318,Ag1 I1,2.1343,1.6593,14.54073437
JVASP-9710,Na4 U1 O5,2.3958,2.3776,14.5200198
JVASP-1681,Sr1 Hf1 N2,2.0419,1.478,14.5089068
JVASP-7820,Li2 Cu1 Sb1,1.4749,0.8474,14.50699641
JVASP-31987,H8 N3 O6,2.3939,2.3729,14.4991343
JVASP-2088,Ba1 S3,2.4073,2.4073,14.49286511
JVASP-29801,Te1 H2 O4,2.4059,2.4059,14.49286511
JVASP-43078,Li3 Bi1 O4,2.3734,2.2943,14.48300706
JVASP-13421,Pt1 S2 Cl8,2.3893,2.3529,14.46649846
JVASP-58908,Pt1 S2 Cl8,2.3894,2.3529,14.46574197
JVASP-53640,Y1 Cu1 Se2,1.9498,1.3276,14.46335983
JVASP-34736,Ba1 Ag2 Hg2 O4,2.2382,1.892,14.45969487
JVASP-8675,Pt1 S2 Cl6,2.4021,2.3845,14.45581841
JVASP-10158,Li4 U1 O5,2.4017,2.375,14.38846392
JVASP-5470,Au1 S1 Cl5,2.4073,2.3915,14.37692344
JVASP-53421,Ag3 S1 I1,1.8466,1.1796,14.36921681
JVASP-19106,Sn1 P1 S3,2.3244,2.1189,14.34973858
JVASP-8456,Ge1 O2,2.3501,2.2028,14.34960052
JVASP-2044,Ca2 As1 I1,2.2844,2.0037,14.34313204
JVASP-2859,K4 Hg1 P2,2.4112,2.4018,14.332222
JVASP-35129,Ca6 Ge2 O1,0.4818,0.4818,14.31709165
JVASP-29802,Te1 H2 O4,2.4122,2.4122,14.31171462
JVASP-37075,Sm1 Tl1 Te2,1.6921,1.0131,14.3116795
JVASP-20839,Li2 C1 O3,2.3576,2.2187,14.2688021
JVASP-33181,Ru1 C4 O4,2.3638,2.2356,14.2679483
JVASP-42826,Li1 V1 Ge1 O5,2.4128,2.4064,14.26554742
JVASP-39959,Ac1 N1,2.1136,1.5908,14.25638844
JVASP-50887,Na4 Np1 O5,2.4104,2.3894,14.24782329
JVASP-3081,Na1 Al1 Te2,2.3828,2.291,14.21061973
JVASP-10014,Rb2 Si1 As2,2.2275,1.8369,14.20834084
JVASP-5677,Al2 Te3,2.3763,2.2727,14.20554461
JVASP-10536,Li1 As1 O3,2.3996,2.3481,14.2048939
JVASP-35635,Li5 P1 S4 Cl2,2.3713,2.2558,14.20065591
JVASP-14204,Sb1 Cl4 F1,2.4174,2.4037,14.1219972
JVASP-13003,In1 Te1 Br1,2.4213,2.4074,14.12056818
JVASP-5362,As4 S3,2.4232,2.4232,14.12004155
JVASP-39685,Li2 Tl1 Bi1,0.4787,0.4787,14.11534155
JVASP-62175,Te3 As2,0.5377,0.4886,14.07312234
JVASP-25817,Ru1 Cl1 O2 F6,0.5231,0.4843,14.03733264
JVASP-48577,V1 O1 F3,2.4155,2.3766,14.0310579
JVASP-10471,K2 Ta1 Cu1 Se4,2.3616,2.1927,14.03042232
JVASP-57241,V2 Cd1 O6,2.4045,2.3413,14.02911602
JVASP-35597,Li1 Nb1 Se2,1.477,0.8321,14.02656861
JVASP-12805,Li3 B1 O3,2.4286,2.4286,14.02328084
JVASP-54605,Ba2 Zn1 Ag2 Se2 O2,2.4284,2.4284,14.02328084
JVASP-35178,Na3 Li1 P2 O7,2.403,2.3387,14.02105218
JVASP-240,Ni1 O2,0.8952,0.578,14.01160622
JVASP-60637,V2 O5,2.3799,2.2594,13.99167897
JVASP-7846,Tl1 Se1,1.3307,0.7436,13.98864229
JVASP-35250,Na2 H6 Ir1,0.6076,0.5081,13.98215916
JVASP-30422,V2 O5,2.3037,2.0121,13.97862943
JVASP-53186,Lu1 Cu1 Se2,2.1705,1.6813,13.96021125
JVASP-30571,V2 O5,2.3011,2.007,13.95672712
JVASP-7653,Na1 Au1 C2,2.3785,2.2398,13.93559424
JVASP-55527,P1 Pb1 Se3,2.389,2.2819,13.93555299
JVASP-22689,Ba2 H6 Ru1,2.3514,2.1522,13.93100398
JVASP-8126,Na1 Cu1 Te1,2.4321,2.4321,13.92872111
JVASP-8666,Tl1 Ag1 I2,2.4325,2.4325,13.92872111
JVASP-22706,Li3 V1 S4,2.3415,2.1221,13.92565771
JVASP-29365,Ni1 O2,0.8944,0.5765,13.91978661
JVASP-40772,Y1 Ni1 P1,1.1615,0.6639,13.88150801
JVASP-28794,Te2 Mo3 W1 S6,0.6743,0.5138,13.85991243
JVASP-57507,In1 Bi2 S4 Cl1,2.4121,2.3365,13.85062729
JVASP-8686,Ag1 Bi1 S2,1.8288,1.1287,13.84546581
JVASP-5770,As1 Cl5,2.4399,2.4399,13.83057207
JVASP-9285,Zn1 Sb4 O8,2.44,2.4294,13.75745001
JVASP-52516,Sb1 O2 F1,2.4269,2.3883,13.75218192
JVASP-2301,Sm1 S1 F1,2.443,2.443,13.73818556
JVASP-7968,Na1 Au1 O2,2.2535,1.8512,13.73227674
JVASP-5683,Ga1 Te1 I7,2.405,2.2971,13.70124006
JVASP-7900,V1 Ag3 O4,2.3631,2.1626,13.69819427
JVASP-9072,Ca3 N2,2.4037,2.2948,13.69390535
JVASP-8718,Th1 C1 N1,2.2448,1.8242,13.67646263
JVASP-30452,B2 S3,2.4043,2.2902,13.65577351
JVASP-3162,K1 Sb1 S2,2.4469,2.4469,13.64240415
JVASP-24901,Sb1 S1 Cl9,2.4476,2.4476,13.64240415
JVASP-10569,Rb2 Ge1 Se3,2.4238,2.3563,13.64166161
JVASP-9117,Fe1 S2,0.4816,0.4701,13.62502597
JVASP-13425,Sb1 S1 Cl9,2.4434,2.4268,13.62472782
JVASP-13904,Ag1 Cl1 O2,2.4091,2.2987,13.59756871
JVASP-10480,Rb1 Se1,2.3561,2.123,13.59608207
JVASP-51740,Yb1 Mg1 Ni1 H4,2.4055,2.2823,13.58903822
JVASP-37879,Ca3 Sn1 H2,0.4681,0.4681,13.5782965
JVASP-25100,Ge1,0.4683,0.4683,13.57829648
JVASP-24769,Rb1 As1 Se2,2.4355,2.3847,13.57510557
JVASP-35808,Ca1 Be2 As2,1.8275,1.112,13.57442338
JVASP-49939,Hf2 N2 O1,2.3168,2.0024,13.5678693
JVASP-31163,Tm1 Cu1 Se2,2.1535,1.612,13.56441137
JVASP-8458,In1 Cu1 O2,0.9881,0.5934,13.55818733
JVASP-22623,Zn1 S1,0.4698,0.4698,13.54850795
JVASP-10261,Li8 Ce1 O6,2.4547,2.4547,13.54057428
JVASP-29519,V1 Pb1 Cl1 O3,2.4076,2.2882,13.53212587
JVASP-9599,Ag3 As1 S3,2.2759,1.8911,13.53001237
JVASP-26403,Ba2 Tb1 Bi1 O6,2.4507,2.4475,13.51912411
JVASP-41881,Sc1 S2,0.7409,0.5255,13.51157693
JVASP-22533,I1 F7,2.4336,2.3713,13.49509059
JVASP-12666,V1 Bi1 O4,2.4408,2.4037,13.48460976
JVASP-25634,Ba2 Ca1 U1 O6,2.452,2.4414,13.46949615
JVASP-12500,Ag1 Hg1 S1 I1,2.4466,2.4208,13.46762555
JVASP-3732,Sr2 H6 Ru1,2.4392,2.3836,13.44713159
JVASP-10487,Li4 Np1 O5,2.4403,2.3805,13.41817962
JVASP-17841,In1 N1,1.4283,0.7786,13.4088962
JVASP-32986,I1 F7,2.4402,2.3779,13.40092463
JVASP-9705,Re1 Te1 S1,0.8949,0.5655,13.39904728
JVASP-22666,Os1 Cl4,2.3289,2.018,13.39696569
JVASP-22664,Se1 Br1,2.3026,1.9446,13.396009
JVASP-8368,Sr2 Zn1 Cu2 S2 O2,2.3796,2.1672,13.36899791
JVASP-9642,Sb1 O2,2.4149,2.2819,13.35241135
JVASP-11375,K2 Nb1 Ag1 S4,2.4463,2.402,13.34235926
JVASP-29211,Te2 Mo3 W1 Se4 S2,0.6529,0.5026,13.32992009
JVASP-10582,Y1 P5,1.1909,0.664,13.31856667
JVASP-8198,Hg1 S1,2.4466,2.3984,13.31593557
JVASP-5827,Cu1 Se2 Cl1,0.6556,0.5032,13.30209619
JVASP-10227,Tl1 P1 S3,2.4512,2.4144,13.29376025
JVASP-53462,Er1 Cu1 Se2,2.1444,1.5678,13.2891527
JVASP-3945,Ca3 As1 Cl3,2.4692,2.4692,13.25799933
JVASP-11664,Cr1 Cd1 O4,2.4679,2.4679,13.25799933
JVASP-49917,Ti1 O2,2.4671,2.4671,13.25799933
JVASP-53347,In2 S3,2.4688,2.4688,13.25799933
JVASP-39436,Nd1 Cu1 Te1 O1,2.3189,1.9734,13.23327592
JVASP-8811,Ho2 Cd1 S4,2.2364,1.7578,13.22342242
JVASP-13004,Cd2 P3 I1,2.2145,1.7097,13.2182033
JVASP-28576,Te4 W3 Se2,0.4611,0.4611,13.20306978
JVASP-840,Br1,2.4624,2.4376,13.19201312
JVASP-62285,Na1 H12 Au1 C4 S4 O12,2.4681,2.4577,13.19012882
JVASP-1195,Zn1 O1,2.4728,2.4728,13.16606234
JVASP-8087,Rb1 Cu1 C2,2.4744,2.4744,13.16606234
JVASP-12943,Si2 Hg6 O7,2.3267,1.9876,13.16047315
JVASP-35453,Sm2 Al1 N1 O3,2.4591,2.4146,13.14807558
JVASP-29969,Cd2 Bi6 O11,2.4565,2.4092,13.12946693
JVASP-57226,Cr1 O3,2.4545,2.3907,13.11266463
JVASP-34266,Al1 P1 O4,2.3922,2.1731,13.09498575
JVASP-3246,Cd1 Ga2 Te4,2.2896,1.8768,13.08864355
JVASP-53498,Dy1 Cu1 Se2,2.1249,1.5129,13.07685361
JVASP-32309,Ta1 Te1 Br9,2.4687,2.4409,13.07659554
JVASP-59039,Ta1 Te1 Br9,2.4692,2.4404,13.07007029
JVASP-9563,Zn2 Bi2 O5,2.4683,2.4376,13.05768661
JVASP-51709,Na4 H6 Ru1,2.4712,2.4534,13.05101552
JVASP-25633,K1 Au1 I4 O12,2.4699,2.4516,13.04776508
JVASP-1975,Ca2 P1 I1,2.385,2.1487,13.03286407
JVASP-8689,U1 C1 O5,2.4562,2.3879,12.98993312
JVASP-51428,Ca2 P1 I1,2.3909,2.1562,12.97798076
JVASP-10773,K1 Pr1 Te4,1.7108,0.966,12.96374409
JVASP-3636,As1 I3,2.4674,2.4218,12.96050813
JVASP-36702,Ca1 Tc1 N3,0.6119,0.4904,12.92948882
JVASP-30659,Zn1 Sb4 O8,2.4753,2.4527,12.92912348
JVASP-1207,Cd1 As2,1.5706,0.8553,12.92306998
JVASP-10586,Ta1 Ag1 O3,2.4677,2.4138,12.90635804
JVASP-12961,Hg2 P3 Cl1,2.3021,1.8882,12.90579946
JVASP-13067,Tl1 B1 Se3,2.2945,1.867,12.90395788
JVASP-37353,Sn1 Br2,2.3964,2.1591,12.88823681
JVASP-2658,Rb2 Sn2 O3,2.4851,2.4851,12.88064044
JVASP-28393,Cd1 S1,2.4316,2.2803,12.87591339
JVASP-3000,Ba1 Mg2 Sb2,1.9889,1.2753,12.85974804
JVASP-2685,Rb2 Pt1 S2,2.2293,1.7019,12.84709382
JVASP-38043,Y1 W1 N3,2.3851,2.1238,12.84395486
JVASP-9920,Ca1 Bi2 O4,2.3828,2.1099,12.82996409
JVASP-33995,Te7 Mo6 S5,0.4554,0.4543,12.8197507
JVASP-1684,Nb1 Fe1 Sb1,1.3716,0.7263,12.81378682
JVASP-56691,Hg2 Mo1 O4,2.4553,2.3587,12.80195792
JVASP-36495,Ca3 Bi1 Sb1,0.4536,0.4536,12.79640166
JVASP-2397,Al1 Cu1 S2,2.4907,2.4907,12.78345727
JVASP-8109,Hg1 S1,2.4761,2.427,12.75939443
JVASP-29218,P1 Pb1 Se3,2.4574,2.3537,12.7548022
JVASP-3888,K2 Ti1 Cl6,2.4928,2.4858,12.73991264
JVASP-30519,Al1 P1,2.3253,1.9259,12.71172961
JVASP-8539,Tl1 In1 S2,2.0838,1.4126,12.71143154
JVASP-57819,Na2 Cr1 F4,0.4532,0.4524,12.70626002
JVASP-53435,Sm2 Zn1 S4,2.4954,2.4954,12.68247515
JVASP-44431,Li1 V1 O2 F2,0.5417,0.4652,12.66243207
JVASP-36154,Dy1 Tl1 Te2,1.7879,1.0214,12.641598
JVASP-20635,Te1 O2,1.0736,0.6048,12.60188346
JVASP-11068,Ba1 Be2 N2,2.4835,2.4231,12.59447793
JVASP-54732,H2 W2 O7,2.5041,2.5041,12.58351242
JVASP-30761,Mg1 Ge2 W1 O6,2.5019,2.5019,12.58351242
JVASP-7804,Se1,2.4476,2.2888,12.56727465
JVASP-4993,Ag2 Pb1 O2,2.4378,2.2509,12.5421994
JVASP-35693,Sr1 Cd1 O2,2.4275,2.2161,12.53937155
JVASP-57524,U1 O1 F4,2.5037,2.4962,12.5377655
JVASP-37067,Tb1 Tl1 Te2,1.8383,1.0662,12.51988925
JVASP-10371,Ca1 Sn4 O8,1.8738,1.1046,12.47893537
JVASP-2748,Zn1 Pt1 F6,2.5078,2.5078,12.4776251
JVASP-12452,K2 Pb1 O3,2.5061,2.5061,12.4776251
JVASP-49227,K3 Nb3 B2 O12,2.5075,2.5075,12.4776251
JVASP-61021,Li3 Al1 B2 O6,2.5063,2.4995,12.43662594
JVASP-4391,Te1 O2,1.0663,0.5987,12.43216371
JVASP-10107,Tl2 Ge1 S3,2.4125,2.1509,12.4256952
JVASP-11207,Rb2 Nb1 Ag1 S4,2.495,2.4519,12.41708815
JVASP-10222,Cd1 Pt3 O6,0.4465,0.4465,12.40458005
JVASP-10694,Rb1 Au1 O1,2.4916,2.4268,12.38038642
JVASP-55226,Li7 V1 N4,2.5124,2.5124,12.37946212
JVASP-40208,Ca4 Sn1 S6,2.4674,2.329,12.35534655
JVASP-36124,Ho1 Tl1 Te2,1.813,1.0295,12.35113732
JVASP-26400,Bi2 Se1 O2,1.998,1.2524,12.3449332
JVASP-11671,V2 Zn2 O7,2.4847,2.3969,12.32913908
JVASP-13042,Ge1 Sb4 Te7,0.4448,0.4448,12.31968343
JVASP-40797,Ti1 Sn1 Pd1,0.986,0.5651,12.31722329
JVASP-33813,Ho1 I3,2.5192,2.5192,12.27796699
JVASP-56217,Rb1 Au1 Cl4,2.5156,2.5156,12.27796699
JVASP-5269,Bi1 S1 I1,2.4899,2.4072,12.26908078
JVASP-28572,Te2 W3 Se4,0.4433,0.4433,12.23525806
JVASP-63938,Ba1 Na1 Br1,0.6921,0.4866,12.22789666
JVASP-43520,Cr1 O3,2.4163,2.1252,12.21325089
JVASP-60667,Cu1 Te2 Cl1,0.6658,0.4838,12.21071271
JVASP-12513,I1 O3,2.4913,2.3978,12.20190616
JVASP-40774,Ti1 Si1 Pd1,1.414,0.7293,12.19970098
JVASP-28466,Mo1 W2 Se4 S2,0.4423,0.4423,12.19334985
JVASP-22543,Sr1 Al2 Te4,2.4345,2.1841,12.1869555
JVASP-8003,Cd1 S1,2.5204,2.5204,12.18477244
JVASP-29368,Ba2 Dy1 Bi1 O6,2.5246,2.5246,12.18477244
JVASP-26771,Rb2 U1 Si4 O12,2.5239,2.5233,12.18127393
JVASP-51717,Mg2 H4 Ru1,1.8995,1.1144,12.1576961
JVASP-2763,Ba1 Mg2 As2,2.2163,1.6045,12.13403003
JVASP-31173,Sr1 Al2 Te4,2.4379,2.1883,12.1103842
JVASP-3864,Rb2 Ti1 Cl6,2.5248,2.5114,12.10636853
JVASP-57792,Li2 Ge1 F6,2.518,2.4889,12.10603435
JVASP-3066,Ba1 Ag1 P1,1.0035,0.5671,12.09320983
JVASP-7683,Ho1 S1 F1,2.5291,2.5291,12.08538577
JVASP-12970,Mg3 B1 N3,2.5286,2.5286,12.08538577
JVASP-28779,Te2 Mo3 W1 Se6,0.4404,0.4404,12.06850488
JVASP-2757,Ba1 Mg2 P2,2.252,1.6748,12.06327145
JVASP-36804,Ag1 Pb1 O2,1.1625,0.6174,12.05706593
JVASP-10539,K2 Na1 Ga1 P2,2.5189,2.4798,12.0469517
JVASP-17482,In1 Au1 O2,1.9453,1.1618,12.02768926
JVASP-40816,Na1 Li1 Pt1,0.5849,0.4658,12.00124907
JVASP-34259,V2 Zn1 O6,2.5158,2.4688,12.00027071
JVASP-48089,Li2 V1 Ga3 O8,2.5341,2.5341,11.98060648
JVASP-179,Ge1 I2,2.5332,2.5332,11.98060648
JVASP-36153,Er1 Tl1 Te2,1.8336,1.0308,11.97624583
JVASP-12536,In1 Sn2 Br5,2.5258,2.5054,11.96729423
JVASP-9709,K1 Au1 F4,2.5331,2.5306,11.96627786
JVASP-8754,Ta2 I5,0.6586,0.4782,11.93951947
JVASP-10096,Rb1 Pr1 Te4,1.7339,0.9355,11.93893563
JVASP-275,Pt1 O2,2.3247,1.8326,11.92979932
JVASP-44526,Na3 Cu1 C1 S1 O7,2.5019,2.3938,11.92466571
JVASP-36720,V1 Cu3 Te4,0.8779,0.5336,11.92355654
JVASP-53111,Ag3 S1 I1,2.1123,1.3924,11.90390578
JVASP-49202,Ti1 Cd1 O3,2.5379,2.5379,11.88967688
JVASP-10550,Rb3 B1 As2,2.5203,2.4588,11.82503968
JVASP-8370,Al1 Cu1 S2,2.5454,2.5454,11.79114767
JVASP-13298,Zn2 Sn1 O4,2.5423,2.5423,11.79114766
JVASP-8163,Li1 Tl1 O2,2.0976,1.3555,11.75818468
JVASP-12746,Rb1 Au1 Br3,0.6084,0.4679,11.75583681
JVASP-2682,K2 Pt1 S2,2.3044,1.7588,11.75212451
JVASP-10232,K1 P1 S3,2.5365,2.506,11.71674746
JVASP-30454,Mg2 Pb1 O4,2.5125,2.4002,11.70914256
JVASP-29499,Cd1 Bi1 S2 Br1,2.5496,2.5496,11.70209197
JVASP-36822,Tl1 Cu1 O2,0.4629,0.4359,11.68768852
JVASP-12848,In1 Cu1 O2,0.8899,0.529,11.67319517
JVASP-31153,Na1 Al1 B14,2.4302,2.0939,11.66372919
JVASP-9371,Zn1 Co2 S4,0.4325,0.4324,11.65774195
JVASP-9089,Ca1 P1,1.8702,1.0523,11.65482979
JVASP-4173,Au1 Cl1,2.5366,2.4933,11.64419035
JVASP-36222,Ti1 O2,2.269,1.6668,11.63712364
JVASP-22945,Ho1 Pt1 F7,2.5542,2.5542,11.62548927
JVASP-29744,Pb2 O3,2.1451,1.4224,11.59834653
JVASP-10258,Rb1 Ag1 O1,2.545,2.5089,11.58864631
JVASP-34290,Zr2 S1 N2,2.0204,1.2288,11.58078101
JVASP-10033,Zn1 Bi2 O4,2.4524,2.158,11.56759728
